product_rule_id,product_id,product_name,category_id,storage_type_id,storage_condition,temperature_profile,rule_status,min_value,max_value,duration_unit,normalized_min_days,normalized_max_days,recommended_days,evidence_classification,confidence,source_name,source_url,source_locator,source_value_text,handling_notes
123,41,Longan,5,2,FREEZER,<= -18 C,AVAILABLE,12,12,MONTHS,360.0,360.0,360.0,CATEGORY_GENERALIZATION,MEDIUM,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Berries - cherries, goose berries, lychee",12 months frozen,Freezer durations are quality guidance; freezing may soften fruit after thawing. Prepare and package fruit appropriately before freezing.
124,42,Passion Fruit,5,3,ROOM_TEMP,25-30 C,AVAILABLE,3,5,DAYS,3.0,5.0,4.0,PRODUCT_SPECIFIC,HIGH,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Papaya, mango, feijoa, passionfruit, casaha melon",3-5 days in pantry,Inspect for spoilage and follow package/manufacturer instructions when available.
125,42,Passion Fruit,5,1,FRIDGE,0-4 C,AVAILABLE,7,7,DAYS,7.0,7.0,7.0,PRODUCT_SPECIFIC,HIGH,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Papaya, mango, feijoa, passionfruit, casaha melon",1 week refrigerated,Inspect for spoilage and follow package/manufacturer instructions when available.
126,42,Passion Fruit,5,2,FREEZER,<= -18 C,AVAILABLE,6,8,MONTHS,180.0,240.0,210.0,PRODUCT_SPECIFIC,HIGH,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Papaya, mango, feijoa, passionfruit, casaha melon",6-8 months frozen,Freezer durations are quality guidance; freezing may soften fruit after thawing. Prepare and package fruit appropriately before freezing.
127,43,Cat's Eye Fruit (Mata Kucing),5,3,ROOM_TEMP,25-30 C,NOT_RECOMMENDED,,,,,,,CATEGORY_GENERALIZATION,LOW,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Berries - cherries, goose berries, lychee",No pantry duration supplied; refrigerate promptly for quality,Inspect for spoilage and follow package/manufacturer instructions when available.
128,43,Cat's Eye Fruit (Mata Kucing),5,1,FRIDGE,0-4 C,AVAILABLE,7,7,DAYS,7.0,7.0,7.0,CATEGORY_GENERALIZATION,MEDIUM,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Berries - cherries, goose berries, lychee",7 days refrigerated,Inspect for spoilage and follow package/manufacturer instructions when available.
129,43,Cat's Eye Fruit (Mata Kucing),5,2,FREEZER,<= -18 C,AVAILABLE,12,12,MONTHS,360.0,360.0,360.0,CATEGORY_GENERALIZATION,MEDIUM,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Berries - cherries, goose berries, lychee",12 months frozen,Freezer durations are quality guidance; freezing may soften fruit after thawing. Prepare and package fruit appropriately before freezing.
130,44,Velvet Apple,5,3,ROOM_TEMP,25-30 C,QUALITATIVE_ONLY,,,,,,,CATEGORY_GENERALIZATION,LOW,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Peaches, nectarines, plums, pears, sapote",Keep at room temperature until ripe,Inspect for spoilage and follow package/manufacturer instructions when available.
131,44,Velvet Apple,5,1,FRIDGE,0-4 C,AVAILABLE,3,5,DAYS,3.0,5.0,4.0,CATEGORY_GENERALIZATION,LOW,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Peaches, nectarines, plums, pears, sapote",3-5 days refrigerated once ripe,Inspect for spoilage and follow package/manufacturer instructions when available.
132,44,Velvet Apple,5,2,FREEZER,<= -18 C,AVAILABLE,2,2,MONTHS,60.0,60.0,60.0,CATEGORY_GENERALIZATION,LOW,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Peaches, nectarines, plums, pears, sapote",2 months frozen,Freezer durations are quality guidance; freezing may soften fruit after thawing. Prepare and package fruit appropriately before freezing.
133,45,Sweet-sop,5,3,ROOM_TEMP,25-30 C,QUALITATIVE_ONLY,,,,,,,CATEGORY_GENERALIZATION,LOW,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,ingredients.csv record: Cherimoya,Keep at room temperature until ripe,Inspect for spoilage and follow package/manufacturer instructions when available.
134,45,Sweet-sop,5,1,FRIDGE,0-4 C,AVAILABLE,4,4,DAYS,4.0,4.0,4.0,CATEGORY_GENERALIZATION,MEDIUM,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,ingredients.csv record: Cherimoya,4 days refrigerated once ripe,Inspect for spoilage and follow package/manufacturer instructions when available.
135,45,Sweet-sop,5,2,FREEZER,<= -18 C,AVAILABLE,10,12,MONTHS,300.0,360.0,330.0,CATEGORY_GENERALIZATION,MEDIUM,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,ingredients.csv record: Cherimoya,10-12 months frozen,Freezer durations are quality guidance; freezing may soften fruit after thawing. Prepare and package fruit appropriately before freezing.
136,46,Custard Apple,5,3,ROOM_TEMP,25-30 C,QUALITATIVE_ONLY,,,,,,,CATEGORY_GENERALIZATION,LOW,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,ingredients.csv record: Cherimoya,Keep at room temperature until ripe,Inspect for spoilage and follow package/manufacturer instructions when available.
137,46,Custard Apple,5,1,FRIDGE,0-4 C,AVAILABLE,4,4,DAYS,4.0,4.0,4.0,CATEGORY_GENERALIZATION,MEDIUM,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,ingredients.csv record: Cherimoya,4 days refrigerated once ripe,Inspect for spoilage and follow package/manufacturer instructions when available.
138,46,Custard Apple,5,2,FREEZER,<= -18 C,AVAILABLE,10,12,MONTHS,300.0,360.0,330.0,CATEGORY_GENERALIZATION,MEDIUM,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,ingredients.csv record: Cherimoya,10-12 months frozen,Freezer durations are quality guidance; freezing may soften fruit after thawing. Prepare and package fruit appropriately before freezing.
139,47,Persimmon,5,3,ROOM_TEMP,25-30 C,QUALITATIVE_ONLY,,,,,,,CATEGORY_GENERALIZATION,LOW,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Peaches, nectarines, plums, pears, sapote",Keep at room temperature until ripe,Inspect for spoilage and follow package/manufacturer instructions when available.
140,47,Persimmon,5,1,FRIDGE,0-4 C,AVAILABLE,3,5,DAYS,3.0,5.0,4.0,CATEGORY_GENERALIZATION,LOW,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Peaches, nectarines, plums, pears, sapote",3-5 days refrigerated once ripe,Inspect for spoilage and follow package/manufacturer instructions when available.
141,47,Persimmon,5,2,FREEZER,<= -18 C,AVAILABLE,2,2,MONTHS,60.0,60.0,60.0,CATEGORY_GENERALIZATION,LOW,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Peaches, nectarines, plums, pears, sapote",2 months frozen,Freezer durations are quality guidance; freezing may soften fruit after thawing. Prepare and package fruit appropriately before freezing.
142,48,Rambai,5,3,ROOM_TEMP,25-30 C,AVAILABLE,3,5,DAYS,3.0,5.0,4.0,CATEGORY_GENERALIZATION,LOW,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Papaya, mango, feijoa, passionfruit, casaha melon",3-5 days in pantry,Inspect for spoilage and follow package/manufacturer instructions when available.
143,48,Rambai,5,1,FRIDGE,0-4 C,AVAILABLE,7,7,DAYS,7.0,7.0,7.0,CATEGORY_GENERALIZATION,LOW,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Papaya, mango, feijoa, passionfruit, casaha melon",1 week refrigerated,Inspect for spoilage and follow package/manufacturer instructions when available.
144,48,Rambai,5,2,FREEZER,<= -18 C,AVAILABLE,6,8,MONTHS,180.0,240.0,210.0,CATEGORY_GENERALIZATION,LOW,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Papaya, mango, feijoa, passionfruit, casaha melon",6-8 months frozen,Freezer durations are quality guidance; freezing may soften fruit after thawing. Prepare and package fruit appropriately before freezing.
145,49,Breadfruit,5,3,ROOM_TEMP,25-30 C,AVAILABLE,3,5,DAYS,3.0,5.0,4.0,CATEGORY_GENERALIZATION,LOW,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Papaya, mango, feijoa, passionfruit, casaha melon",3-5 days in pantry,Inspect for spoilage and follow package/manufacturer instructions when available.
146,49,Breadfruit,5,1,FRIDGE,0-4 C,AVAILABLE,7,7,DAYS,7.0,7.0,7.0,CATEGORY_GENERALIZATION,LOW,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Papaya, mango, feijoa, passionfruit, casaha melon",1 week refrigerated,Inspect for spoilage and follow package/manufacturer instructions when available.
147,49,Breadfruit,5,2,FREEZER,<= -18 C,AVAILABLE,6,8,MONTHS,180.0,240.0,210.0,CATEGORY_GENERALIZATION,LOW,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Papaya, mango, feijoa, passionfruit, casaha melon",6-8 months frozen,Freezer durations are quality guidance; freezing may soften fruit after thawing. Prepare and package fruit appropriately before freezing.
148,50,Honeydew,5,3,ROOM_TEMP,25-30 C,AVAILABLE,2,7,DAYS,2.0,7.0,4.5,PRODUCT_SPECIFIC,HIGH,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,ingredients.csv record: Honeydew,2-7 days after purchase in pantry,Inspect for spoilage and follow package/manufacturer instructions when available.
149,50,Honeydew,5,1,FRIDGE,0-4 C,AVAILABLE,3,4,DAYS,3.0,4.0,3.5,PRODUCT_SPECIFIC,HIGH,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,ingredients.csv record: Honeydew,3-4 days refrigerated,Inspect for spoilage and follow package/manufacturer instructions when available.
150,50,Honeydew,5,2,FREEZER,<= -18 C,AVAILABLE,12,12,MONTHS,360.0,360.0,360.0,PRODUCT_SPECIFIC,HIGH,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,ingredients.csv record: Honeydew,12 months frozen,Freezer durations are quality guidance; freezing may soften fruit after thawing. Prepare and package fruit appropriately before freezing.
151,51,Indian Mackerel,3,3,ROOM_TEMP,25-30 C,NOT_RECOMMENDED,0,2,HOURS,0.0,0.083,0.042,CATEGORY_GENERALIZATION,HIGH,Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,Serving: two-hour rule,Never leave seafood out more than 2 hours; 1 hour only above 32 C,Discard after the safety maximum; this is not an endorsed room-temperature storage method.
152,51,Indian Mackerel,3,1,FRIDGE,0-4 C,AVAILABLE,1,2,DAYS,1.0,2.0,1.5,CATEGORY_GENERALIZATION,MEDIUM,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.","1-2 days refrigerated; FoodKeeper category: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
153,51,Indian Mackerel,3,2,FREEZER,<= -18 C,AVAILABLE,2,3,MONTHS,60.0,90.0,75.0,CATEGORY_GENERALIZATION,MEDIUM,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.","2-3 months frozen; FoodKeeper category: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
154,52,Short Mackerel,3,3,ROOM_TEMP,25-30 C,NOT_RECOMMENDED,0,2,HOURS,0.0,0.083,0.042,CATEGORY_GENERALIZATION,HIGH,Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,Serving: two-hour rule,Never leave seafood out more than 2 hours; 1 hour only above 32 C,Discard after the safety maximum; this is not an endorsed room-temperature storage method.
155,52,Short Mackerel,3,1,FRIDGE,0-4 C,AVAILABLE,1,2,DAYS,1.0,2.0,1.5,CATEGORY_GENERALIZATION,MEDIUM,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.","1-2 days refrigerated; FoodKeeper category: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
156,52,Short Mackerel,3,2,FREEZER,<= -18 C,AVAILABLE,2,3,MONTHS,60.0,90.0,75.0,CATEGORY_GENERALIZATION,MEDIUM,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.","2-3 months frozen; FoodKeeper category: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
157,53,Narrow-barred Spanish Mackerel,3,3,ROOM_TEMP,25-30 C,NOT_RECOMMENDED,0,2,HOURS,0.0,0.083,0.042,CATEGORY_GENERALIZATION,HIGH,Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,Serving: two-hour rule,Never leave seafood out more than 2 hours; 1 hour only above 32 C,Discard after the safety maximum; this is not an endorsed room-temperature storage method.
158,53,Narrow-barred Spanish Mackerel,3,1,FRIDGE,0-4 C,AVAILABLE,1,2,DAYS,1.0,2.0,1.5,CATEGORY_GENERALIZATION,MEDIUM,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.","1-2 days refrigerated; FoodKeeper category: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
159,53,Narrow-barred Spanish Mackerel,3,2,FREEZER,<= -18 C,AVAILABLE,2,3,MONTHS,60.0,90.0,75.0,CATEGORY_GENERALIZATION,MEDIUM,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.","2-3 months frozen; FoodKeeper category: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
160,54,Indo-Pacific King Mackerel,3,3,ROOM_TEMP,25-30 C,NOT_RECOMMENDED,0,2,HOURS,0.0,0.083,0.042,CATEGORY_GENERALIZATION,HIGH,Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,Serving: two-hour rule,Never leave seafood out more than 2 hours; 1 hour only above 32 C,Discard after the safety maximum; this is not an endorsed room-temperature storage method.
161,54,Indo-Pacific King Mackerel,3,1,FRIDGE,0-4 C,AVAILABLE,1,2,DAYS,1.0,2.0,1.5,CATEGORY_GENERALIZATION,MEDIUM,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.","1-2 days refrigerated; FoodKeeper category: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
162,54,Indo-Pacific King Mackerel,3,2,FREEZER,<= -18 C,AVAILABLE,2,3,MONTHS,60.0,90.0,75.0,CATEGORY_GENERALIZATION,MEDIUM,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.","2-3 months frozen; FoodKeeper category: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
163,55,Yellowstripe Scad,3,3,ROOM_TEMP,25-30 C,NOT_RECOMMENDED,0,2,HOURS,0.0,0.083,0.042,CATEGORY_GENERALIZATION,HIGH,Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,Serving: two-hour rule,Never leave seafood out more than 2 hours; 1 hour only above 32 C,Discard after the safety maximum; this is not an endorsed room-temperature storage method.
164,55,Yellowstripe Scad,3,1,FRIDGE,0-4 C,AVAILABLE,1,2,DAYS,1.0,2.0,1.5,CATEGORY_GENERALIZATION,MEDIUM,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Lean fish; cod, flounder, haddock, halibut, sole, etc.","1-2 days refrigerated; FoodKeeper category: Lean fish; cod, flounder, haddock, halibut, sole, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
165,55,Yellowstripe Scad,3,2,FREEZER,<= -18 C,AVAILABLE,6,8,MONTHS,180.0,240.0,210.0,CATEGORY_GENERALIZATION,MEDIUM,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Lean fish; cod, flounder, haddock, halibut, sole, etc.","6-8 months frozen; FoodKeeper category: Lean fish; cod, flounder, haddock, halibut, sole, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
166,56,Yellowtail Scad,3,3,ROOM_TEMP,25-30 C,NOT_RECOMMENDED,0,2,HOURS,0.0,0.083,0.042,CATEGORY_GENERALIZATION,HIGH,Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,Serving: two-hour rule,Never leave seafood out more than 2 hours; 1 hour only above 32 C,Discard after the safety maximum; this is not an endorsed room-temperature storage method.
167,56,Yellowtail Scad,3,1,FRIDGE,0-4 C,AVAILABLE,1,2,DAYS,1.0,2.0,1.5,CATEGORY_GENERALIZATION,MEDIUM,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Lean fish; cod, flounder, haddock, halibut, sole, etc.","1-2 days refrigerated; FoodKeeper category: Lean fish; cod, flounder, haddock, halibut, sole, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
168,56,Yellowtail Scad,3,2,FREEZER,<= -18 C,AVAILABLE,6,8,MONTHS,180.0,240.0,210.0,CATEGORY_GENERALIZATION,MEDIUM,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Lean fish; cod, flounder, haddock, halibut, sole, etc.","6-8 months frozen; FoodKeeper category: Lean fish; cod, flounder, haddock, halibut, sole, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
169,57,Torpedo Scad,3,3,ROOM_TEMP,25-30 C,NOT_RECOMMENDED,0,2,HOURS,0.0,0.083,0.042,CATEGORY_GENERALIZATION,HIGH,Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,Serving: two-hour rule,Never leave seafood out more than 2 hours; 1 hour only above 32 C,Discard after the safety maximum; this is not an endorsed room-temperature storage method.
170,57,Torpedo Scad,3,1,FRIDGE,0-4 C,AVAILABLE,1,2,DAYS,1.0,2.0,1.5,CATEGORY_GENERALIZATION,MEDIUM,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Lean fish; cod, flounder, haddock, halibut, sole, etc.","1-2 days refrigerated; FoodKeeper category: Lean fish; cod, flounder, haddock, halibut, sole, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
171,57,Torpedo Scad,3,2,FREEZER,<= -18 C,AVAILABLE,6,8,MONTHS,180.0,240.0,210.0,CATEGORY_GENERALIZATION,MEDIUM,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Lean fish; cod, flounder, haddock, halibut, sole, etc.","6-8 months frozen; FoodKeeper category: Lean fish; cod, flounder, haddock, halibut, sole, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
172,58,Indian Scad,3,3,ROOM_TEMP,25-30 C,NOT_RECOMMENDED,0,2,HOURS,0.0,0.083,0.042,CATEGORY_GENERALIZATION,HIGH,Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,Serving: two-hour rule,Never leave seafood out more than 2 hours; 1 hour only above 32 C,Discard after the safety maximum; this is not an endorsed room-temperature storage method.
173,58,Indian Scad,3,1,FRIDGE,0-4 C,AVAILABLE,1,2,DAYS,1.0,2.0,1.5,CATEGORY_GENERALIZATION,MEDIUM,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Lean fish; cod, flounder, haddock, halibut, sole, etc.","1-2 days refrigerated; FoodKeeper category: Lean fish; cod, flounder, haddock, halibut, sole, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
174,58,Indian Scad,3,2,FREEZER,<= -18 C,AVAILABLE,6,8,MONTHS,180.0,240.0,210.0,CATEGORY_GENERALIZATION,MEDIUM,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Lean fish; cod, flounder, haddock, halibut, sole, etc.","6-8 months frozen; FoodKeeper category: Lean fish; cod, flounder, haddock, halibut, sole, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
175,59,Goldstripe Sardinella,3,3,ROOM_TEMP,25-30 C,NOT_RECOMMENDED,0,2,HOURS,0.0,0.083,0.042,CATEGORY_GENERALIZATION,HIGH,Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,Serving: two-hour rule,Never leave seafood out more than 2 hours; 1 hour only above 32 C,Discard after the safety maximum; this is not an endorsed room-temperature storage method.
176,59,Goldstripe Sardinella,3,1,FRIDGE,0-4 C,AVAILABLE,1,2,DAYS,1.0,2.0,1.5,CATEGORY_GENERALIZATION,MEDIUM,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.","1-2 days refrigerated; FoodKeeper category: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
177,59,Goldstripe Sardinella,3,2,FREEZER,<= -18 C,AVAILABLE,2,3,MONTHS,60.0,90.0,75.0,CATEGORY_GENERALIZATION,MEDIUM,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.","2-3 months frozen; FoodKeeper category: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
178,60,Indian Anchovy,3,3,ROOM_TEMP,25-30 C,NOT_RECOMMENDED,0,2,HOURS,0.0,0.083,0.042,CATEGORY_GENERALIZATION,HIGH,Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,Serving: two-hour rule,Never leave seafood out more than 2 hours; 1 hour only above 32 C,Discard after the safety maximum; this is not an endorsed room-temperature storage method.
