rule_id,category_id,product_id,storage_type_id,min_days,max_days,recommended_days,rule_status,confidence,evidence_classification,source_name,source_url,source_locator,source_value_text,handling_notes
344,4,111,2,240,300,270,AVAILABLE,LOW,CATEGORY_GENERALIZATION,"National Center for Home Food Preservation, frozen-food storage guidance",https://nchfp.uga.edu/how/freeze/freeze-general-information/how-long-can-i-store-frozen-foods/,General frozen fruits and vegetables guidance: 8-12 months at 0 F (-18 C); freezing duration is quality guidance and typically assumes appropriate preparation/blanching. Supplied source label: AVRDC - World Vegetable Center / USDA FoodKeeper,240-300 days,
345,4,111,3,1,2,1.5,AVAILABLE,LOW,INSTITUTIONAL_GUIDANCE_LIMITED,"Department of Agriculture Malaysia, Food Processing Technology",https://epengembangan.doa.gov.my/en/industri-asas-tani-iat/teknologi-pemprosesan-makanan/,Department of Agriculture Malaysia food processing/cold storage guidance. Exact numeric table row was not supplied with the source label. Supplied source label: DOA Malaysia Panduan Lepas Tuai,1-2 days,
346,4,112,1,3,5,4,AVAILABLE,LOW,INSTITUTIONAL_GUIDANCE_LIMITED,"Malaysian Agricultural Research and Development Institute (MARDI), Technology and Horticulture",https://fms.mardi.gov.my/en/penyelidikan/horticulture.html,"MARDI post-harvest handling, storage and cold-chain technology page. Exact numeric table row was not supplied with the source label. Supplied source label: MARDI Postharvest Research / DOA Malaysia",3-5 days,
347,4,112,2,240,300,270,AVAILABLE,LOW,CATEGORY_GENERALIZATION,"National Center for Home Food Preservation, frozen-food storage guidance",https://nchfp.uga.edu/how/freeze/freeze-general-information/how-long-can-i-store-frozen-foods/,General frozen fruits and vegetables guidance: 8-12 months at 0 F (-18 C); freezing duration is quality guidance and typically assumes appropriate preparation/blanching. Supplied source label: AVRDC - World Vegetable Center,240-300 days,
348,4,112,3,1,2,1.5,AVAILABLE,LOW,INSTITUTIONAL_GUIDANCE_LIMITED,"Department of Agriculture Malaysia, Food Processing Technology",https://epengembangan.doa.gov.my/en/industri-asas-tani-iat/teknologi-pemprosesan-makanan/,Department of Agriculture Malaysia food processing/cold storage guidance. Exact numeric table row was not supplied with the source label. Supplied source label: DOA Malaysia Panduan Lepas Tuai,1-2 days,
349,4,113,1,7,14,10.5,AVAILABLE,HIGH,PRODUCT_SPECIFIC,USDA FoodKeeper open dataset,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper row: Lettuce — iceberg, romaine; Official XLS: https://www.fsis.usda.gov/shared/data/EN/FoodKeeper-Data.xls; structured review CSV: https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv",1-2 Weeks refrigerated; normalized to 7-14 days,FoodKeeper value normalized to days (1 week = 7 days; 1 month = 30 days). Product catalogue name retained unchanged.
350,4,113,2,0,0,,NOT_RECOMMENDED,MEDIUM,PRODUCT_GROUP_TABLE,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,FoodKeeper Data English distribution; product/freezer entry (where supplied data says freezing is not recommended). Supplied source label: Singapore Food Agency (SFA) - Freezing Not Recommended,0 days; supplied source labels this storage condition Not Recommended.,Display a warning; do not calculate an endorsed expiry date for this storage condition.
351,4,113,3,1,2,1.5,AVAILABLE,MEDIUM,PRODUCT_SPECIFIC_TEMPERATURE_LIMITED,UC Davis Produce Fact Sheet: Iceberg Lettuce,https://postharvest.ucdavis.edu/produce-facts-sheets/lettuce-crisphead-iceberg,Postharvest Handling and Storage section for Iceberg Lettuce. Published storage temperature can differ from the schema's 0-4 C fridge profile; see handling note. Supplied source label: SFA Food Storage Guidelines,1-2 days,Published optimum temperature may differ from the schema FRIDGE profile (0-4 C); retain this limitation and inspect product quality.
352,4,114,1,7,14,10.5,AVAILABLE,LOW,INSTITUTIONAL_GUIDANCE_LIMITED,"Malaysian Agricultural Research and Development Institute (MARDI), Technology and Horticulture",https://fms.mardi.gov.my/en/penyelidikan/horticulture.html,"MARDI post-harvest handling, storage and cold-chain technology page. Exact numeric table row was not supplied with the source label. Supplied source label: MARDI Postharvest Handling / DOA Malaysia",7-14 days,
353,4,114,2,240,300,270,AVAILABLE,LOW,CATEGORY_GENERALIZATION,"National Center for Home Food Preservation, frozen-food storage guidance",https://nchfp.uga.edu/how/freeze/freeze-general-information/how-long-can-i-store-frozen-foods/,General frozen fruits and vegetables guidance: 8-12 months at 0 F (-18 C); freezing duration is quality guidance and typically assumes appropriate preparation/blanching. Supplied source label: USDA FoodKeeper / UC Davis Postharvest Technology Center,240-300 days,
354,4,114,3,3,5,4,AVAILABLE,LOW,INSTITUTIONAL_GUIDANCE_LIMITED,"Malaysian Agricultural Research and Development Institute (MARDI), Technology and Horticulture",https://fms.mardi.gov.my/en/penyelidikan/horticulture.html,"MARDI post-harvest handling, storage and cold-chain technology page. Exact numeric table row was not supplied with the source label. Supplied source label: MARDI Postharvest Handling / DOA Malaysia",3-5 days,
355,4,115,1,5,7,6,AVAILABLE,LOW,INSTITUTIONAL_GUIDANCE_LIMITED,"Malaysian Agricultural Research and Development Institute (MARDI), Technology and Horticulture",https://fms.mardi.gov.my/en/penyelidikan/horticulture.html,"MARDI post-harvest handling, storage and cold-chain technology page. Exact numeric table row was not supplied with the source label. Supplied source label: MARDI Postharvest Guidelines / DOA Malaysia",5-7 days,
356,4,115,2,180,240,210,AVAILABLE,LOW,CATEGORY_GENERALIZATION,"National Center for Home Food Preservation, frozen-food storage guidance",https://nchfp.uga.edu/how/freeze/freeze-general-information/how-long-can-i-store-frozen-foods/,General frozen fruits and vegetables guidance: 8-12 months at 0 F (-18 C); freezing duration is quality guidance and typically assumes appropriate preparation/blanching. Supplied source label: FAO Post-harvest Operations / MARDI,180-240 days,
357,4,115,3,2,4,3,AVAILABLE,LOW,INSTITUTIONAL_GUIDANCE_LIMITED,"Department of Agriculture Malaysia, Food Processing Technology",https://epengembangan.doa.gov.my/en/industri-asas-tani-iat/teknologi-pemprosesan-makanan/,Department of Agriculture Malaysia food processing/cold storage guidance. Exact numeric table row was not supplied with the source label. Supplied source label: DOA Malaysia / SFA Food Storage,2-4 days,
358,4,116,1,7,14,10.5,AVAILABLE,LOW,INSTITUTIONAL_GUIDANCE_LIMITED,"Department of Agriculture Malaysia, Food Processing Technology",https://epengembangan.doa.gov.my/en/industri-asas-tani-iat/teknologi-pemprosesan-makanan/,Department of Agriculture Malaysia food processing/cold storage guidance. Exact numeric table row was not supplied with the source label. Supplied source label: Singapore Food Agency (SFA) / DOA Malaysia,7-14 days,
359,4,116,2,240,300,270,AVAILABLE,LOW,CATEGORY_GENERALIZATION,"National Center for Home Food Preservation, frozen-food storage guidance",https://nchfp.uga.edu/how/freeze/freeze-general-information/how-long-can-i-store-frozen-foods/,General frozen fruits and vegetables guidance: 8-12 months at 0 F (-18 C); freezing duration is quality guidance and typically assumes appropriate preparation/blanching. Supplied source label: UC Davis Postharvest Technology Center,240-300 days,
360,4,116,3,30,90,60,AVAILABLE,LOW,INSTITUTIONAL_GUIDANCE_LIMITED,"Department of Agriculture Malaysia, Food Processing Technology",https://epengembangan.doa.gov.my/en/industri-asas-tani-iat/teknologi-pemprosesan-makanan/,Department of Agriculture Malaysia food processing/cold storage guidance. Exact numeric table row was not supplied with the source label. Supplied source label: DOA Malaysia / UC Davis Postharvest Technology Center,30-90 days,
361,4,117,1,7,10,8.5,AVAILABLE,LOW,INSTITUTIONAL_GUIDANCE_LIMITED,"Malaysian Agricultural Research and Development Institute (MARDI), Technology and Horticulture",https://fms.mardi.gov.my/en/penyelidikan/horticulture.html,"MARDI post-harvest handling, storage and cold-chain technology page. Exact numeric table row was not supplied with the source label. Supplied source label: MARDI Postharvest Division / DOA Malaysia",7-10 days,
362,4,117,2,180,240,210,AVAILABLE,LOW,CATEGORY_GENERALIZATION,"National Center for Home Food Preservation, frozen-food storage guidance",https://nchfp.uga.edu/how/freeze/freeze-general-information/how-long-can-i-store-frozen-foods/,General frozen fruits and vegetables guidance: 8-12 months at 0 F (-18 C); freezing duration is quality guidance and typically assumes appropriate preparation/blanching. Supplied source label: FAO Postharvest Operations,180-240 days,
363,4,117,3,3,5,4,AVAILABLE,LOW,INSTITUTIONAL_GUIDANCE_LIMITED,"Department of Agriculture Malaysia, Food Processing Technology",https://epengembangan.doa.gov.my/en/industri-asas-tani-iat/teknologi-pemprosesan-makanan/,Department of Agriculture Malaysia food processing/cold storage guidance. Exact numeric table row was not supplied with the source label. Supplied source label: DOA Malaysia / FAO,3-5 days,
364,4,118,1,5,7,6,AVAILABLE,LOW,INSTITUTIONAL_GUIDANCE_LIMITED,"Malaysian Agricultural Research and Development Institute (MARDI), Technology and Horticulture",https://fms.mardi.gov.my/en/penyelidikan/horticulture.html,"MARDI post-harvest handling, storage and cold-chain technology page. Exact numeric table row was not supplied with the source label. Supplied source label: MARDI Postharvest Handling / DOA Malaysia",5-7 days,
365,4,118,2,180,240,210,AVAILABLE,LOW,CATEGORY_GENERALIZATION,"National Center for Home Food Preservation, frozen-food storage guidance",https://nchfp.uga.edu/how/freeze/freeze-general-information/how-long-can-i-store-frozen-foods/,General frozen fruits and vegetables guidance: 8-12 months at 0 F (-18 C); freezing duration is quality guidance and typically assumes appropriate preparation/blanching. Supplied source label: AVRDC - World Vegetable Center / FAO,180-240 days,
366,4,118,3,2,4,3,AVAILABLE,LOW,INSTITUTIONAL_GUIDANCE_LIMITED,"Department of Agriculture Malaysia, Food Processing Technology",https://epengembangan.doa.gov.my/en/industri-asas-tani-iat/teknologi-pemprosesan-makanan/,Department of Agriculture Malaysia food processing/cold storage guidance. Exact numeric table row was not supplied with the source label. Supplied source label: DOA Malaysia Lepas Tuai Sayuran,2-4 days,
367,4,119,1,21,28,24.5,AVAILABLE,LOW,INSTITUTIONAL_GUIDANCE_LIMITED,Singapore Food Agency Food Safety Tips,https://www.sfa.gov.sg/food-safety-tips/safe-food-practices/food-safety-tips,Storing food at safe temperatures and raw food handling. Exact numeric table row was not supplied with the source label. Supplied source label: UC Davis Postharvest Technology Center / SFA,21-28 days,
368,4,119,2,240,300,270,AVAILABLE,LOW,CATEGORY_GENERALIZATION,"National Center for Home Food Preservation, frozen-food storage guidance",https://nchfp.uga.edu/how/freeze/freeze-general-information/how-long-can-i-store-frozen-foods/,General frozen fruits and vegetables guidance: 8-12 months at 0 F (-18 C); freezing duration is quality guidance and typically assumes appropriate preparation/blanching. Supplied source label: USDA FoodKeeper,240-300 days,
369,4,119,3,7,14,10.5,AVAILABLE,LOW,INSTITUTIONAL_GUIDANCE_LIMITED,Singapore Food Agency Food Safety Tips,https://www.sfa.gov.sg/food-safety-tips/safe-food-practices/food-safety-tips,Storing food at safe temperatures and raw food handling. Exact numeric table row was not supplied with the source label. Supplied source label: Singapore Food Agency (SFA) / UC Davis Postharvest,7-14 days,
370,4,120,1,4,6,5,AVAILABLE,HIGH,PRODUCT_SPECIFIC,USDA FoodKeeper open dataset,https://catalog.data.gov/dataset/fsis-foodkeeper-data,FoodKeeper row: Cucumbers — (no subtitle); Official XLS: https://www.fsis.usda.gov/shared/data/EN/FoodKeeper-Data.xls; structured review CSV: https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,4-6 Days refrigerated; normalized to 4-6 days,FoodKeeper value normalized to days (1 week = 7 days; 1 month = 30 days). Product catalogue name retained unchanged.
371,4,120,2,0,0,,NOT_RECOMMENDED,MEDIUM,PRODUCT_GROUP_TABLE,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,FoodKeeper Data English distribution; product/freezer entry (where supplied data says freezing is not recommended). Supplied source label: Singapore Food Agency (SFA) - Freezing Not Recommended,0 days; supplied source labels this storage condition Not Recommended.,Display a warning; do not calculate an endorsed expiry date for this storage condition.
372,4,120,3,2,4,3,AVAILABLE,MEDIUM,PRODUCT_SPECIFIC_TEMPERATURE_LIMITED,UC Davis Produce Fact Sheet: Cucumber,https://postharvest.ucdavis.edu/produce-facts-sheets/cucumber,Postharvest Handling and Storage section for Cucumber. Published storage temperature can differ from the schema's 0-4 C fridge profile; see handling note. Supplied source label: SFA Food Storage Guidelines / DOA Malaysia,2-4 days,Published optimum temperature may differ from the schema FRIDGE profile (0-4 C); retain this limitation and inspect product quality.
373,4,121,1,90,150,120,AVAILABLE,HIGH,PRODUCT_SPECIFIC,USDA FoodKeeper open dataset,https://catalog.data.gov/dataset/fsis-foodkeeper-data,FoodKeeper row: Pumpkins — (no subtitle); Official XLS: https://www.fsis.usda.gov/shared/data/EN/FoodKeeper-Data.xls; structured review CSV: https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,3-5 Months refrigerated; normalized to 90-150 days,FoodKeeper value normalized to days (1 week = 7 days; 1 month = 30 days). Product catalogue name retained unchanged.
374,4,121,2,300,365,332.5,AVAILABLE,LOW,CATEGORY_GENERALIZATION,"National Center for Home Food Preservation, frozen-food storage guidance",https://nchfp.uga.edu/how/freeze/freeze-general-information/how-long-can-i-store-frozen-foods/,General frozen fruits and vegetables guidance: 8-12 months at 0 F (-18 C); freezing duration is quality guidance and typically assumes appropriate preparation/blanching. Supplied source label: USDA FoodKeeper,300-365 days,
375,4,121,3,30,90,60,AVAILABLE,MEDIUM,PRODUCT_SPECIFIC_TEMPERATURE_LIMITED,UC Davis Produce Fact Sheet: Pumpkin,https://postharvest.ucdavis.edu/produce-facts-sheets/pumpkin-winter-squash,Postharvest Handling and Storage section for Pumpkin. Published storage temperature can differ from the schema's 0-4 C fridge profile; see handling note. Supplied source label: MARDI Postharvest Handling / SFA,30-90 days,Published optimum temperature may differ from the schema FRIDGE profile (0-4 C); retain this limitation and inspect product quality.
376,4,122,1,3,5,4,AVAILABLE,HIGH,PRODUCT_SPECIFIC,USDA FoodKeeper open dataset,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper row: Beans and peas — green, fava, lima, soybean, wax, snow, sugar snap; Official XLS: https://www.fsis.usda.gov/shared/data/EN/FoodKeeper-Data.xls; structured review CSV: https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv",3-5 Days refrigerated; normalized to 3-5 days,FoodKeeper value normalized to days (1 week = 7 days; 1 month = 30 days). Product catalogue name retained unchanged.
377,4,122,2,240,240,240,AVAILABLE,HIGH,PRODUCT_SPECIFIC,USDA FoodKeeper open dataset,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper row: Beans and peas — green, fava, lima, soybean, wax, snow, sugar snap; Official XLS: https://www.fsis.usda.gov/shared/data/EN/FoodKeeper-Data.xls; structured review CSV: https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv",8-8 Months frozen; normalized to 240-240 days,FoodKeeper value normalized to days (1 week = 7 days; 1 month = 30 days). Product catalogue name retained unchanged.
378,4,122,3,2,3,2.5,AVAILABLE,LOW,INSTITUTIONAL_GUIDANCE_LIMITED,"Malaysian Agricultural Research and Development Institute (MARDI), Technology and Horticulture",https://fms.mardi.gov.my/en/penyelidikan/horticulture.html,"MARDI post-harvest handling, storage and cold-chain technology page. Exact numeric table row was not supplied with the source label. Supplied source label: MARDI Postharvest Quality Manual / DOA Malaysia",2-3 days,
379,4,123,1,3,5,4,AVAILABLE,HIGH,PRODUCT_SPECIFIC,USDA FoodKeeper open dataset,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper row: Beans and peas — green, fava, lima, soybean, wax, snow, sugar snap; Official XLS: https://www.fsis.usda.gov/shared/data/EN/FoodKeeper-Data.xls; structured review CSV: https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv",3-5 Days refrigerated; normalized to 3-5 days,FoodKeeper value normalized to days (1 week = 7 days; 1 month = 30 days). Product catalogue name retained unchanged.
380,4,123,2,240,240,240,AVAILABLE,HIGH,PRODUCT_SPECIFIC,USDA FoodKeeper open dataset,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper row: Beans and peas — green, fava, lima, soybean, wax, snow, sugar snap; Official XLS: https://www.fsis.usda.gov/shared/data/EN/FoodKeeper-Data.xls; structured review CSV: https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv",8-8 Months frozen; normalized to 240-240 days,FoodKeeper value normalized to days (1 week = 7 days; 1 month = 30 days). Product catalogue name retained unchanged.
381,4,123,3,2,3,2.5,AVAILABLE,MEDIUM,PRODUCT_SPECIFIC_TEMPERATURE_LIMITED,UC Davis Produce Fact Sheet: French Beans,https://postharvest.ucdavis.edu/produce-facts-sheets/green-beans,Postharvest Handling and Storage section for French Beans. Published storage temperature can differ from the schema's 0-4 C fridge profile; see handling note. Supplied source label: Singapore Food Agency (SFA),2-3 days,Published optimum temperature may differ from the schema FRIDGE profile (0-4 C); retain this limitation and inspect product quality.
382,4,124,1,3,5,4,AVAILABLE,HIGH,PRODUCT_SPECIFIC,USDA FoodKeeper open dataset,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper row: Beans and peas — green, fava, lima, soybean, wax, snow, sugar snap; Official XLS: https://www.fsis.usda.gov/shared/data/EN/FoodKeeper-Data.xls; structured review CSV: https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv",3-5 Days refrigerated; normalized to 3-5 days,FoodKeeper value normalized to days (1 week = 7 days; 1 month = 30 days). Product catalogue name retained unchanged.
383,4,124,2,240,240,240,AVAILABLE,HIGH,PRODUCT_SPECIFIC,USDA FoodKeeper open dataset,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper row: Beans and peas — green, fava, lima, soybean, wax, snow, sugar snap; Official XLS: https://www.fsis.usda.gov/shared/data/EN/FoodKeeper-Data.xls; structured review CSV: https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv",8-8 Months frozen; normalized to 240-240 days,FoodKeeper value normalized to days (1 week = 7 days; 1 month = 30 days). Product catalogue name retained unchanged.
384,4,124,3,2,3,2.5,AVAILABLE,LOW,INSTITUTIONAL_GUIDANCE_LIMITED,"Malaysian Agricultural Research and Development Institute (MARDI), Technology and Horticulture",https://fms.mardi.gov.my/en/penyelidikan/horticulture.html,"MARDI post-harvest handling, storage and cold-chain technology page. Exact numeric table row was not supplied with the source label. Supplied source label: MARDI Post-harvest Handling Guidelines",2-3 days,
385,4,125,1,2,3,2.5,AVAILABLE,HIGH,PRODUCT_SPECIFIC,USDA FoodKeeper open dataset,https://catalog.data.gov/dataset/fsis-foodkeeper-data,FoodKeeper row: Okra — (no subtitle); Official XLS: https://www.fsis.usda.gov/shared/data/EN/FoodKeeper-Data.xls; structured review CSV: https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,2-3 Days refrigerated; normalized to 2-3 days,FoodKeeper value normalized to days (1 week = 7 days; 1 month = 30 days). Product catalogue name retained unchanged.
386,4,125,2,300,360,330,AVAILABLE,HIGH,PRODUCT_SPECIFIC,USDA FoodKeeper open dataset,https://catalog.data.gov/dataset/fsis-foodkeeper-data,FoodKeeper row: Okra — (no subtitle); Official XLS: https://www.fsis.usda.gov/shared/data/EN/FoodKeeper-Data.xls; structured review CSV: https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,10-12 Months frozen; normalized to 300-360 days,FoodKeeper value normalized to days (1 week = 7 days; 1 month = 30 days). Product catalogue name retained unchanged.
387,4,125,3,2,3,2.5,AVAILABLE,MEDIUM,PRODUCT_SPECIFIC_TEMPERATURE_LIMITED,UC Davis Produce Fact Sheet: Okra,https://postharvest.ucdavis.edu/produce-facts-sheets/okra,Postharvest Handling and Storage section for Okra. Published storage temperature can differ from the schema's 0-4 C fridge profile; see handling note. Supplied source label: MARDI Postharvest Handling / DOA Malaysia,2-3 days,Published optimum temperature may differ from the schema FRIDGE profile (0-4 C); retain this limitation and inspect product quality.
388,4,126,1,7,14,10.5,AVAILABLE,LOW,INSTITUTIONAL_GUIDANCE_LIMITED,"Malaysian Agricultural Research and Development Institute (MARDI), Technology and Horticulture",https://fms.mardi.gov.my/en/penyelidikan/horticulture.html,"MARDI post-harvest handling, storage and cold-chain technology page. Exact numeric table row was not supplied with the source label. Supplied source label: MARDI Food Technology Research Centre",7-14 days,
389,4,126,2,300,365,332.5,AVAILABLE,LOW,CATEGORY_GENERALIZATION,"National Center for Home Food Preservation, frozen-food storage guidance",https://nchfp.uga.edu/how/freeze/freeze-general-information/how-long-can-i-store-frozen-foods/,General frozen fruits and vegetables guidance: 8-12 months at 0 F (-18 C); freezing duration is quality guidance and typically assumes appropriate preparation/blanching. Supplied source label: MARDI Food Technology Research Centre,300-365 days,
390,4,126,3,3,5,4,AVAILABLE,LOW,INSTITUTIONAL_GUIDANCE_LIMITED,"Malaysian Agricultural Research and Development Institute (MARDI), Technology and Horticulture",https://fms.mardi.gov.my/en/penyelidikan/horticulture.html,"MARDI post-harvest handling, storage and cold-chain technology page. Exact numeric table row was not supplied with the source label. Supplied source label: MARDI Research Bulletin / DOA Malaysia",3-5 days,
391,4,127,1,5,10,7.5,AVAILABLE,HIGH,PRODUCT_SPECIFIC,USDA FoodKeeper open dataset,https://catalog.data.gov/dataset/fsis-foodkeeper-data,FoodKeeper row: Bean sprouts — (no subtitle); Official XLS: https://www.fsis.usda.gov/shared/data/EN/FoodKeeper-Data.xls; structured review CSV: https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,5-10 Days refrigerated; normalized to 5-10 days,FoodKeeper value normalized to days (1 week = 7 days; 1 month = 30 days). Product catalogue name retained unchanged.
392,4,127,2,0,0,,NOT_RECOMMENDED,MEDIUM,PRODUCT_GROUP_TABLE,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,FoodKeeper Data English distribution; product/freezer entry (where supplied data says freezing is not recommended). Supplied source label: Singapore Food Agency (SFA) - Freezing Not Recommended,0 days; supplied source labels this storage condition Not Recommended.,Display a warning; do not calculate an endorsed expiry date for this storage condition.
393,4,127,3,1,1,1,AVAILABLE,MEDIUM,PRODUCT_SPECIFIC_TEMPERATURE_LIMITED,UC Davis Produce Fact Sheet: Mung Bean Sprouts,https://postharvest.ucdavis.edu/produce-facts-sheets/sprouts,Postharvest Handling and Storage section for Mung Bean Sprouts. Published storage temperature can differ from the schema's 0-4 C fridge profile; see handling note. Supplied source label: Singapore Food Agency (SFA) Food Safety Guidelines,1-1 days,Published optimum temperature may differ from the schema FRIDGE profile (0-4 C); retain this limitation and inspect product quality.
394,4,128,1,5,10,7.5,AVAILABLE,HIGH,PRODUCT_SPECIFIC,USDA FoodKeeper open dataset,https://catalog.data.gov/dataset/fsis-foodkeeper-data,FoodKeeper row: Bean sprouts — (no subtitle); Official XLS: https://www.fsis.usda.gov/shared/data/EN/FoodKeeper-Data.xls; structured review CSV: https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,5-10 Days refrigerated; normalized to 5-10 days,FoodKeeper value normalized to days (1 week = 7 days; 1 month = 30 days). Product catalogue name retained unchanged.
395,4,128,2,0,0,,NOT_RECOMMENDED,MEDIUM,PRODUCT_GROUP_TABLE,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,FoodKeeper Data English distribution; product/freezer entry (where supplied data says freezing is not recommended). Supplied source label: Singapore Food Agency (SFA) - Freezing Not Recommended,0 days; supplied source labels this storage condition Not Recommended.,Display a warning; do not calculate an endorsed expiry date for this storage condition.
396,4,128,3,1,1,1,AVAILABLE,MEDIUM,PRODUCT_SPECIFIC_TEMPERATURE_LIMITED,UC Davis Produce Fact Sheet: Soybean Sprouts,https://postharvest.ucdavis.edu/produce-facts-sheets/sprouts,Postharvest Handling and Storage section for Soybean Sprouts. Published storage temperature can differ from the schema's 0-4 C fridge profile; see handling note. Supplied source label: Singapore Food Agency (SFA) Food Safety Guidelines,1-1 days,Published optimum temperature may differ from the schema FRIDGE profile (0-4 C); retain this limitation and inspect product quality.
397,4,129,1,5,7,6,AVAILABLE,MEDIUM,PRODUCT_SPECIFIC_TEMPERATURE_LIMITED,UC Davis Produce Fact Sheet: Baby Corn,https://postharvest.ucdavis.edu/produce-facts-sheets/corn-sweet,Postharvest Handling and Storage section for Baby Corn. Published storage temperature can differ from the schema's 0-4 C fridge profile; see handling note. Supplied source label: Singapore Food Agency (SFA) / USDA FoodKeeper,5-7 days,Published optimum temperature may differ from the schema FRIDGE profile (0-4 C); retain this limitation and inspect product quality.
398,4,129,2,300,365,332.5,AVAILABLE,LOW,CATEGORY_GENERALIZATION,"National Center for Home Food Preservation, frozen-food storage guidance",https://nchfp.uga.edu/how/freeze/freeze-general-information/how-long-can-i-store-frozen-foods/,General frozen fruits and vegetables guidance: 8-12 months at 0 F (-18 C); freezing duration is quality guidance and typically assumes appropriate preparation/blanching. Supplied source label: USDA FoodKeeper / FAO Post-harvest,300-365 days,
399,4,129,3,2,3,2.5,AVAILABLE,MEDIUM,PRODUCT_SPECIFIC_TEMPERATURE_LIMITED,UC Davis Produce Fact Sheet: Baby Corn,https://postharvest.ucdavis.edu/produce-facts-sheets/corn-sweet,Postharvest Handling and Storage section for Baby Corn. Published storage temperature can differ from the schema's 0-4 C fridge profile; see handling note. Supplied source label: Singapore Food Agency (SFA),2-3 days,Published optimum temperature may differ from the schema FRIDGE profile (0-4 C); retain this limitation and inspect product quality.
400,4,130,1,7,7,7,AVAILABLE,HIGH,PRODUCT_SPECIFIC,USDA FoodKeeper open dataset,https://catalog.data.gov/dataset/fsis-foodkeeper-data,FoodKeeper row: Hot peppers — (no subtitle); Official XLS: https://www.fsis.usda.gov/shared/data/EN/FoodKeeper-Data.xls; structured review CSV: https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,1-1 Weeks refrigerated; normalized to 7-7 days,FoodKeeper value normalized to days (1 week = 7 days; 1 month = 30 days). Product catalogue name retained unchanged.
401,4,130,2,270,270,270,AVAILABLE,HIGH,PRODUCT_SPECIFIC,USDA FoodKeeper open dataset,https://catalog.data.gov/dataset/fsis-foodkeeper-data,FoodKeeper row: Hot peppers — (no subtitle); Official XLS: https://www.fsis.usda.gov/shared/data/EN/FoodKeeper-Data.xls; structured review CSV: https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,9-9 Months frozen; normalized to 270-270 days,FoodKeeper value normalized to days (1 week = 7 days; 1 month = 30 days). Product catalogue name retained unchanged.
402,4,130,3,5,7,6,AVAILABLE,MEDIUM,PRODUCT_SPECIFIC_TEMPERATURE_LIMITED,UC Davis Produce Fact Sheet: Bird's Eye Chili,https://postharvest.ucdavis.edu/produce-facts-sheets/chile-pepper,Postharvest Handling and Storage section for Bird's Eye Chili. Published storage temperature can differ from the schema's 0-4 C fridge profile; see handling note. Supplied source label: MARDI Postharvest Handling / DOA Malaysia,5-7 days,Published optimum temperature may differ from the schema FRIDGE profile (0-4 C); retain this limitation and inspect product quality.
403,4,131,1,4,14,9,AVAILABLE,HIGH,PRODUCT_SPECIFIC,USDA FoodKeeper open dataset,https://catalog.data.gov/dataset/fsis-foodkeeper-data,FoodKeeper row: Peppers — (no subtitle); Official XLS: https://www.fsis.usda.gov/shared/data/EN/FoodKeeper-Data.xls; structured review CSV: https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,4-14 Days refrigerated; normalized to 4-14 days,FoodKeeper value normalized to days (1 week = 7 days; 1 month = 30 days). Product catalogue name retained unchanged.
